,date,acdc,load,pv,ess_charge,ess_discharge,workday,,,
2363,2023-09-21 7:45,26.7,25.57,0,0,0,1,,,
2364,2023-09-21 8:00,27.8,25.29,0,0,0,1,,,
2365,2023-09-21 8:15,34.4,34.63,2.8,0,0,1,,,
2366,2023-09-21 8:30,35,36.27,3.4,0,0,1,,,
2367,2023-09-21 8:45,32.1,36.35,6.1,0,0,1,,,
2368,2023-09-21 9:00,29.1,36.17,9.1,0,0,1,,,
2369,2023-09-21 9:15,41.6,49.92,7.1,0,0,1,,,
2370,2023-09-21 9:30,46.6,50.82,3.1,0,0,1,,,
2371,2023-09-21 9:45,46.7,50.64,2.7,0,0,1,,,
2372,2023-09-21 10:00,44.7,50.58,5.1,0,0,1,,,
2373,2023-09-21 10:15,52,52.26,3.4,0,0,1,,,
2374,2023-09-21 10:30,50.3,54.21,5.4,0,0,1,,,
2375,2023-09-21 10:45,50.3,53.2,4.9,0,0,1,,,
2376,2023-09-21 11:00,46.9,55.13,8.5,0,0,1,,,
2377,2023-09-21 11:15,47.4,57.79,10.1,0,0,1,,,
2378,2023-09-21 11:30,47.2,57.87,10.5,0,0,1,,,
2379,2023-09-21 11:45,39.9,58.03,18.3,0,0,1,,,
2380,2023-09-21 12:00,35,57.76,23.3,0,0,1,,,
2381,2023-09-21 12:15,24.8,57.86,33.3,0,0,1,,,
2382,2023-09-21 12:30,40.9,57.98,16.9,0,0,1,,,
2383,2023-09-21 12:45,38.1,57.81,19.9,0,0,1,,,
2384,2023-09-21 13:00,47.4,57.88,10.8,0,0,1,,,
2385,2023-09-21 13:15,41.5,57.84,16.1,0,0,1,,,
2386,2023-09-21 13:30,38.2,57.99,19,0,0,1,,,
2387,2023-09-21 13:45,39.7,57.8,18.1,0,0,1,,,
2388,2023-09-21 14:00,34.6,57.92,23.3,0,0,1,,,
2389,2023-09-21 14:15,41,57.84,17.6,0,0,1,,,
2390,2023-09-21 14:30,45.8,57.88,12.8,0,0,1,,,
2391,2023-09-21 14:45,52.2,57.88,6.7,0,0,1,,,
2392,2023-09-21 15:00,47.7,57.91,10.7,0,0,1,,,
2393,2023-09-21 15:15,46.6,57.9,12.2,0,0,1,,,
2394,2023-09-21 15:30,45.5,57.74,12.5,0,0,1,,,
2395,2023-09-21 15:45,48.9,57.99,9.3,0,0,1,,,
2396,2023-09-21 16:00,50.3,57.3,7.7,0,0,1,,,
2397,2023-09-21 16:15,55,58.52,2.6,0,0,1,,,
2398,2023-09-21 16:30,55.7,57.24,1.4,0,0,1,,,
2399,2023-09-21 16:45,54.9,58.26,1.8,0,0,1,,,
2400,2023-09-21 17:00,56,58.08,1.4,0,0,1,,,
2401,2023-09-21 17:15,50.7,51.02,1.8,0,0,1,,,
2402,2023-09-21 17:30,50.9,50.6,1.6,0,0,1,,,
2403,2023-09-21 17:45,53.4,49.93,0,0,0,1,,,
2404,2023-09-21 18:00,53.3,50.5,0,0,0,1,,,
2405,2023-09-21 18:15,47.1,43.89,0,0,0,1,,,
2406,2023-09-21 18:30,47.4,43.6,0,0,0,1,,,
2407,2023-09-21 18:45,47,42.97,0,0,0,1,,,
2408,2023-09-21 19:00,47.2,43.48,0,0,0,1,,,
2409,2023-09-21 19:15,45.8,44.07,0,0,0,1,,,
2410,2023-09-21 19:30,45.2,43.32,0,0,0,1,,,
2411,2023-09-21 19:45,44.9,43.59,0,0,0,1,,,
2412,2023-09-21 20:00,45.4,43.15,0,0,0,1,,,
2413,2023-09-21 20:15,41.7,37.28,0,0,0,1,,,
2414,2023-09-21 20:30,42.3,39.26,0,0,0,1,,,
2415,2023-09-21 20:45,42.7,40,0,0,0,1,,,
2416,2023-09-21 21:00,41.4,38.27,0,0,0,1,,,
2417,2023-09-21 21:15,30.6,29.05,0,0,0,1,,,
2418,2023-09-21 21:30,31.4,29.18,0,0,0,1,,,
2419,2023-09-21 21:45,30.8,29.03,0,0,0,1,,,
2420,2023-09-21 22:00,30.1,28.4,0,0,0,1,,,
2421,2023-09-21 22:15,21.7,21.91,0,0,0,1,,,
2422,2023-09-21 22:30,21.6,21.9,0,0,0,1,,,
2423,2023-09-21 22:45,21.7,21.78,0,0,0,1,,,
2424,2023-09-21 23:00,21,21.21,0,0,0,1,,,
2425,2023-09-21 23:15,14.4,14.64,0,0,0,1,,,
2426,2023-09-21 23:30,14.4,14.68,0,0,0,1,,,
2427,2023-09-21 23:45,14.4,14.68,0,0,0,1,,,
2428,2023-09-22 0:00,14.4,14.7,0,0,0,1,,,
2429,2023-09-22 0:15,9.9,7.4,0,0,0,1,,,
2430,2023-09-22 0:30,9,7.52,0,0,0,1,,,
2431,2023-09-22 0:45,9.6,7.49,0,0,0,1,,,
2432,2023-09-22 1:00,9.8,7.39,0,0,0,1,,,
2433,2023-09-22 1:15,7.2,7.62,0,0,0,1,,,
2434,2023-09-22 1:30,7.2,7.47,0,0,0,1,,,
2435,2023-09-22 1:45,7.2,7.37,0,0,0,1,,,
2436,2023-09-22 2:00,7.3,7.55,0,0,0,1,,,
2437,2023-09-22 2:15,10.8,7.52,0,0,0,1,,,
2438,2023-09-22 2:30,10.8,7.42,0,0,0,1,,,
2439,2023-09-22 2:45,10.8,7.43,0,0,0,1,,,
2440,2023-09-22 3:00,10.7,7.62,0,0,0,1,,,
2441,2023-09-22 3:15,10.9,7.51,0,0,0,1,,,
2442,2023-09-22 3:30,10.8,7.43,0,0,0,1,,,
2443,2023-09-22 3:45,10.7,7.58,0,0,0,1,,,
2444,2023-09-22 4:00,11.4,8.05,0,0,0,1,,,
2445,2023-09-22 4:15,18,14.56,0,0,0,1,,,
2446,2023-09-22 4:30,18,14.81,0,0,0,1,,,
2447,2023-09-22 4:45,18,14.71,0,0,0,1,,,
2448,2023-09-22 5:00,18.3,15.21,0,0,0,1,,,
2449,2023-09-22 5:15,21.6,21.89,0,0,0,1,,,
2450,2023-09-22 5:30,21.6,21.89,0,0,0,1,,,
2451,2023-09-22 5:45,21.6,21.7,0,0,0,1,,,
2452,2023-09-22 6:00,21.6,22.08,0,0,0,1,,,
2453,2023-09-22 6:15,21.6,21.87,0,0,0,1,,,
2454,2023-09-22 6:30,21.6,21.76,0,0,0,1,,,
2455,2023-09-22 6:45,21.6,21.99,0,0,0,1,,,
2456,2023-09-22 7:00,21,21.92,0.7,0,0,1,,,
2457,2023-09-22 7:15,22,23.12,3.7,0,0,1,,,
2458,2023-09-22 7:30,23.3,22.88,2.8,0,0,1,,,
2459,2023-09-22 7:45,20.9,23.9,5.6,0,0,1,,,
2460,2023-09-22 8:00,21.1,24.51,6.2,0,0,1,,,
2461,2023-09-22 8:15,27.8,36.16,10.2,0,0,1,,,
2462,2023-09-22 8:30,23.1,36.37,15.2,0,0,1,,,
2463,2023-09-22 8:45,23.2,36.16,14.4,0,0,1,,,
2464,2023-09-22 9:00,17.6,39.09,22.7,0,0,1,,,
2465,2023-09-22 9:15,20.7,50.73,29.1,0,0,1,,,
2466,2023-09-22 9:30,16,50.52,33.7,0,0,1,,,
2467,2023-09-22 9:45,11.4,50.99,37.9,0,0,1,,,
2468,2023-09-22 10:00,16.3,50.51,33.3,0,0,1,,,
2469,2023-09-22 10:15,21.6,55.29,33.4,0,0,1,,,
2470,2023-09-22 10:30,19.8,56.08,35.8,0,0,1,,,
2471,2023-09-22 10:45,13,56.05,42.4,0,0,1,,,
2472,2023-09-22 11:00,8.6,54.48,46.5,0,0,1,,,
2473,2023-09-22 11:15,11.8,58.47,46.6,0,0,1,,,
2474,2023-09-22 11:30,28.1,56.52,30.5,0,0,1,,,
2475,2023-09-22 11:45,18.6,59.15,40,0,0,1,,,
2476,2023-09-22 12:00,30.9,57.77,27.7,0,0,1,,,
2477,2023-09-22 12:15,20.3,57.9,37.9,0,0,1,,,
2478,2023-09-22 12:30,21.4,45.4,36.8,0,0,1,,,
2479,2023-09-22 12:45,18.9,70.59,39.5,0,0,1,,,
2480,2023-09-22 13:00,16.6,57.73,41.6,0,0,1,,,
2481,2023-09-22 13:15,24.1,57.98,33.8,0,0,1,,,
2482,2023-09-22 13:30,11.4,57.9,46.8,0,0,1,,,
2483,2023-09-22 13:45,29.7,57.81,28.5,0,0,1,,,
2484,2023-09-22 14:00,34.3,57.96,23.7,0,0,1,,,
2485,2023-09-22 14:15,31.1,57.88,27.7,0,0,1,,,
2486,2023-09-22 14:30,17.6,57.78,41.1,0,0,1,,,
2487,2023-09-22 14:45,16.7,58.03,42.6,0,0,1,,,
2488,2023-09-22 15:00,17.4,57.87,41.5,0,0,1,,,
2489,2023-09-22 15:15,19.9,57.75,39,0,0,1,,,
2490,2023-09-22 15:30,22.3,57.97,35.7,0,0,1,,,
2491,2023-09-22 15:45,32.4,57.91,25.9,0,0,1,,,
2492,2023-09-22 16:00,28.2,57.82,30,0,0,1,,,
2493,2023-09-22 16:15,31.8,57.96,26,0,0,1,,,
2494,2023-09-22 16:30,36,56.87,21.4,0,0,1,,,
2495,2023-09-22 16:45,40.8,58.88,16.7,0,0,1,,,
2496,2023-09-22 17:00,44.4,57.73,13,0,0,1,,,
2497,2023-09-22 17:15,43.6,50.49,9.3,0,0,1,,,
2498,2023-09-22 17:30,46.2,51.13,6.3,0,0,1,,,
2499,2023-09-22 17:45,49.2,50.79,3.5,0,0,1,,,
2500,2023-09-22 18:00,51.4,50.7,1.2,0,0,1,,,
2501,2023-09-22 18:15,47,44.42,0,0,0,1,,,
2502,2023-09-22 18:30,48.1,43.65,0,0,0,1,,,
2503,2023-09-22 18:45,48.7,45.18,0,0,0,1,,,
2504,2023-09-22 19:00,48.2,44.28,0,0,0,1,,,
2505,2023-09-22 19:15,46.4,43.31,0,0,0,1,,,
2506,2023-09-22 19:30,46,43.79,0,0,0,1,,,
2507,2023-09-22 19:45,45.6,43.44,0,0,0,1,,,
2508,2023-09-22 20:00,46.4,42.79,0,0,0,1,,,
2509,2023-09-22 20:15,43,41.89,0,0,0,1,,,
2510,2023-09-22 20:30,42.4,39.11,0,0,0,1,,,
2511,2023-09-22 20:45,41.9,37.68,0,0,0,1,,,
2512,2023-09-22 21:00,42.5,38.96,0,0,0,1,,,
2513,2023-09-22 21:15,32.4,29.47,0,0,0,1,,,
2514,2023-09-22 21:30,31.6,29.21,0,0,0,1,,,
2515,2023-09-22 21:45,31.5,29.08,0,0,0,1,,,
2516,2023-09-22 22:00,30.7,29.05,0,0,0,1,,,
2517,2023-09-22 22:15,22.1,22.27,0,0,0,1,,,
2518,2023-09-22 22:30,21.6,21.61,0,0,0,1,,,
2519,2023-09-22 22:45,21.6,22.23,0,0,0,1,,,
2520,2023-09-22 23:00,21.6,21.85,0,0,0,1,,,
2521,2023-09-22 23:15,15,14.96,0,0,0,1,,,
2522,2023-09-22 23:30,14.3,14.78,0,0,0,1,,,
2523,2023-09-22 23:45,14.4,14.71,0,0,0,1,,,
2524,2023-09-23 0:00,14.3,14.4,0,0,0,0,,,
2525,2023-09-23 0:15,9.6,7.44,0,0,0,0,,,
2526,2023-09-23 0:30,10.1,7.47,0,0,0,0,,,
2527,2023-09-23 0:45,10.2,7.49,0,0,0,0,,,
2528,2023-09-23 1:00,10,7.52,0,0,0,0,,,
2529,2023-09-23 1:15,8.5,7.45,0,0,0,0,,,
2530,2023-09-23 1:30,8.7,7.47,0,0,0,0,,,
2531,2023-09-23 1:45,8.9,7.48,0,0,0,0,,,
2532,2023-09-23 2:00,9.1,7.5,0,0,0,0,,,
2533,2023-09-23 2:15,7.5,7.49,0,0,0,0,,,
2534,2023-09-23 2:30,8.1,7.45,0,0,0,0,,,
2535,2023-09-23 2:45,7.6,7.48,0,0,0,0,,,
2536,2023-09-23 3:00,8.1,7.5,0,0,0,0,,,
2537,2023-09-23 3:15,7.4,7.51,0,0,0,0,,,
2538,2023-09-23 3:30,7.9,7.45,0,0,0,0,,,
2539,2023-09-23 3:45,7.4,7.47,0,0,0,0,,,
2540,2023-09-23 4:00,8.2,7.48,0,0,0,0,,,
2541,2023-09-23 4:15,7.4,7.5,0,0,0,0,,,
2542,2023-09-23 4:30,8.1,7.5,0,0,0,0,,,
2543,2023-09-23 4:45,7.4,7.44,0,0,0,0,,,
2544,2023-09-23 5:00,8,7.48,0,0,0,0,,,
2545,2023-09-23 5:15,7.3,7.5,0,0,0,0,,,
2546,2023-09-23 5:30,7.6,7.51,0,0,0,0,,,
2547,2023-09-23 5:45,7.2,7.47,0,0,0,0,,,
2548,2023-09-23 6:00,7.5,7.46,0,0,0,0,,,
2549,2023-09-23 6:15,7.5,7.49,0,0,0,0,,,
2550,2023-09-23 6:30,8,7.52,0,0,0,0,,,
2551,2023-09-23 6:45,7.5,7.53,0,0,0,0,,,
2552,2023-09-23 7:00,7.8,7.44,0.8,0,0,0,,,
2553,2023-09-23 7:15,6.4,7.5,2.2,0,0,0,,,
2554,2023-09-23 7:30,5.8,7.5,2.6,0,0,0,,,
2555,2023-09-23 7:45,4.5,7.52,3.2,0,0,0,,,
2556,2023-09-23 8:00,5.6,7.47,2.6,0,0,0,,,
2557,2023-09-23 8:15,1.7,7.46,6.8,0,0,0,,,
2558,2023-09-23 8:30,0,7.47,13.4,0,0,0,,,
2559,2023-09-23 8:45,0,7.51,17.9,0,0,0,,,
2560,2023-09-23 9:00,0,7.52,21.9,0,0,0,,,
2561,2023-09-23 9:15,0,7.43,18.1,0,0,0,,,
2562,2023-09-23 9:30,0,7.47,24.5,0,0,0,,,
2563,2023-09-23 9:45,0,7.5,22.4,0,0,0,,,
2564,2023-09-23 10:00,0,7.41,35.7,0,0,0,,,
2565,2023-09-23 10:15,0,7.58,23.1,0,0,0,,,
2566,2023-09-23 10:30,0,7.44,35.8,0,0,0,,,
2567,2023-09-23 10:45,0,7.37,34.6,0,0,0,,,
2568,2023-09-23 11:00,0,7.64,24,0,0,0,,,
2569,2023-09-23 11:15,0,7.51,29.9,0,0,0,,,
2570,2023-09-23 11:30,0,7.43,27.2,0,0,0,,,
2571,2023-09-23 11:45,0,7.48,31.3,0,0,0,,,
2572,2023-09-23 12:00,0,7.28,34,0,0,0,,,
2573,2023-09-23 12:15,0,7.61,20.1,0,0,0,,,
2574,2023-09-23 12:30,0,7.48,18,0,0,0,,,
2575,2023-09-23 12:45,0,7.56,22.5,0,0,0,,,
2576,2023-09-23 13:00,0,7.47,24.9,0,0,0,,,
2577,2023-09-23 13:15,0,7.51,20.4,0,0,0,,,
2578,2023-09-23 13:30,0,7.52,20.5,0,0,0,,,
2579,2023-09-23 13:45,0,7.44,24.6,0,0,0,,,
2580,2023-09-23 14:00,0,7.39,26,0,0,0,,,
2581,2023-09-23 14:15,0,7.46,31.6,0,0,0,,,
2582,2023-09-23 14:30,0,7.63,30.9,0,0,0,,,
2583,2023-09-23 14:45,0,7.38,14.7,0,0,0,,,
2584,2023-09-23 15:00,0,7.55,14.3,0,0,0,,,
2585,2023-09-23 15:15,0,7.47,14.8,0,0,0,,,
2586,2023-09-23 15:30,0,7.42,16.1,0,0,0,,,
2587,2023-09-23 15:45,2.8,7.63,8.5,0,0,0,,,
2588,2023-09-23 16:00,6.1,7.42,5.6,0,0,0,,,
2589,2023-09-23 16:15,0.1,7.49,21.1,0,0,0,,,
2590,2023-09-23 16:30,2.5,7.49,14.6,0,0,0,,,
2591,2023-09-23 16:45,7.2,7.5,3.5,0,0,0,,,
2592,2023-09-23 17:00,7.2,7.48,2.7,0,0,0,,,
2593,2023-09-23 17:15,10,7.46,0.8,0,0,0,,,
2594,2023-09-23 17:30,9.5,7.48,1.2,0,0,0,,,
2595,2023-09-23 17:45,8.8,7.5,1.4,0,0,0,,,
2596,2023-09-23 18:00,10.8,7.54,0,0,0,0,,,
2597,2023-09-23 18:15,10.8,7.42,0,0,0,0,,,
2598,2023-09-23 18:30,10.8,7.48,0,0,0,0,,,
2599,2023-09-23 18:45,10.8,7.48,0,0,0,0,,,
2600,2023-09-23 19:00,10.8,7.51,0,0,0,0,,,
2601,2023-09-23 19:15,10.8,7.48,0,0,0,0,,,
2602,2023-09-23 19:30,10.8,7.46,0,0,0,0,,,
2603,2023-09-23 19:45,10.9,7.46,0,0,0,0,,,
2604,2023-09-23 20:00,10.7,7.52,0,0,0,0,,,
2605,2023-09-23 20:15,10.9,7.52,0,0,0,0,,,
2606,2023-09-23 20:30,10.7,7.4,0,0,0,0,,,
2607,2023-09-23 20:45,10.8,7.49,0,0,0,0,,,
2608,2023-09-23 21:00,10.8,7.5,0,0,0,0,,,
2609,2023-09-23 21:15,10.8,7.51,0,0,0,0,,,
2610,2023-09-23 21:30,10.8,7.48,0,0,0,0,,,
2611,2023-09-23 21:45,10.8,7.45,0,0,0,0,,,
2612,2023-09-23 22:00,10.8,7.47,0,0,0,0,,,
2613,2023-09-23 22:15,10.8,7.29,0,0,0,0,,,
2614,2023-09-23 22:30,10.8,7.73,0,0,0,0,,,
2615,2023-09-23 22:45,10.8,7.42,0,0,0,0,,,
2616,2023-09-23 23:00,10.8,7.49,0,0,0,0,,,
2617,2023-09-23 23:15,8.4,7.5,0,0,0,0,,,
2618,2023-09-23 23:30,9.7,7.51,0,0,0,0,,,
2619,2023-09-23 23:45,8.7,7.47,0,0,0,0,,,
2620,2023-09-24 0:00,9.8,7.47,0,0,0,0,,,
2621,2023-09-24 0:15,8.3,7.45,0,0,0,0,,,
2622,2023-09-24 0:30,9.5,7.48,0,0,0,0,,,
2623,2023-09-24 0:45,9.4,7.53,0,0,0,0,,,
2624,2023-09-24 1:00,8.2,7.43,0,0,0,0,,,
2625,2023-09-24 1:15,9.4,7.49,0,0,0,0,,,
2626,2023-09-24 1:30,8.8,7.5,0,0,0,0,,,
2627,2023-09-24 1:45,9.6,7.51,0,0,0,0,,,
2628,2023-09-24 2:00,8.3,7.48,0,0,0,0,,,
2629,2023-09-24 2:15,8,7.45,0,0,0,0,,,
2630,2023-09-24 2:30,7.4,7.48,0,0,0,0,,,
2631,2023-09-24 2:45,8,7.48,0,0,0,0,,,
2632,2023-09-24 3:00,7.3,7.51,0,0,0,0,,,
2633,2023-09-24 3:15,7.8,7.44,0,0,0,0,,,
2634,2023-09-24 3:30,7.4,7.48,0,0,0,0,,,
2635,2023-09-24 3:45,7.6,7.49,0,0,0,0,,,
2636,2023-09-24 4:00,7.9,7.51,0,0,0,0,,,
2637,2023-09-24 4:15,7.5,7.47,0,0,0,0,,,
2638,2023-09-24 4:30,7.9,7.45,0,0,0,0,,,
2639,2023-09-24 4:45,7.5,7.47,0,0,0,0,,,
2640,2023-09-24 5:00,7.9,7.49,0,0,0,0,,,
2641,2023-09-24 5:15,7.2,7.41,0,0,0,0,,,
2642,2023-09-24 5:30,7.2,7.54,0,0,0,0,,,
2643,2023-09-24 5:45,7.4,7.48,0,0,0,0,,,
2644,2023-09-24 6:00,7.4,7.48,0,0,0,0,,,
2645,2023-09-24 6:15,8,7.5,0,0,0,0,,,
2646,2023-09-24 6:30,7.5,7.48,0,0,0,0,,,
2647,2023-09-24 6:45,8,7.44,0,0,0,0,,,
2648,2023-09-24 7:00,7.2,7.46,0.3,0,0,0,,,
2649,2023-09-24 7:15,7.2,7.5,1.8,0,0,0,,,
2650,2023-09-24 7:30,5.6,7.51,2.6,0,0,0,,,
2651,2023-09-24 7:45,1.4,7.45,7.6,0,0,0,,,
2652,2023-09-24 8:00,0.7,7.47,9.5,0,0,0,,,
2653,2023-09-24 8:15,0,7.49,13.3,0,0,0,,,
2654,2023-09-24 8:30,0,7.51,17.6,0,0,0,,,
2655,2023-09-24 8:45,0,7.48,19.5,0,0,0,,,
2656,2023-09-24 9:00,0,7.43,24.3,0,0,0,,,
2657,2023-09-24 9:15,0,7.48,25.6,0,0,0,,,
2658,2023-09-24 9:30,0,7.5,28.9,0,0,0,,,
2659,2023-09-24 9:45,0,7.51,26.9,0,0,0,,,
2660,2023-09-24 10:00,0,7.45,35.8,0,0,0,,,
2661,2023-09-24 10:15,0,7.49,28.4,0,0,0,,,
2662,2023-09-24 10:30,0,7.46,32.3,0,0,0,,,
2663,2023-09-24 10:45,0,7.52,34.3,0,0,0,,,
2664,2023-09-24 11:00,0,7.49,38,0,0,0,,,
2665,2023-09-24 11:15,0,7.43,45.8,0,0,0,,,
2666,2023-09-24 11:30,0,7.49,40.2,0,0,0,,,
2667,2023-09-24 11:45,0,7.5,42,0,0,0,,,
2668,2023-09-24 12:00,0,7.51,32.1,0,0,0,,,
2669,2023-09-24 12:15,0,7.46,36.2,0,0,0,,,
2670,2023-09-24 12:30,0,7.46,47.2,0,0,0,,,
2671,2023-09-24 12:45,0,7.49,45.1,0,0,0,,,
2672,2023-09-24 13:00,0,7.5,45.1,0,0,0,,,
2673,2023-09-24 13:15,0,7.49,44.7,0,0,0,,,
2674,2023-09-24 13:30,0,7.45,42.4,0,0,0,,,
2675,2023-09-24 13:45,0,7.47,37.1,0,0,0,,,
2676,2023-09-24 14:00,0,7.52,37.3,0,0,0,,,
2677,2023-09-24 14:15,0,7.5,46.7,0,0,0,,,
2678,2023-09-24 14:30,0,7.47,39.5,0,0,0,,,
2679,2023-09-24 14:45,0,7.49,37.4,0,0,0,,,
2680,2023-09-24 15:00,0,7.45,35.7,0,0,0,,,
2681,2023-09-24 15:15,0,7.53,33.1,0,0,0,,,
2682,2023-09-24 15:30,0,7.49,31.4,0,0,0,,,
2683,2023-09-24 15:45,0,7.45,26.8,0,0,0,,,
2684,2023-09-24 16:00,0,7.49,22.3,0,0,0,,,
2685,2023-09-24 16:15,0,7.51,17.4,0,0,0,,,
2686,2023-09-24 16:30,0,7.52,20.5,0,0,0,,,
2687,2023-09-24 16:45,0,7.44,15.5,0,0,0,,,
2688,2023-09-24 17:00,1.3,7.49,10,0,0,0,,,
2689,2023-09-24 17:15,3.7,7.48,5.9,0,0,0,,,
2690,2023-09-24 17:30,6.8,7.52,4,0,0,0,,,
2691,2023-09-24 17:45,6.8,7.49,3.7,0,0,0,,,
2692,2023-09-24 18:00,8.2,7.47,1.6,0,0,0,,,
2693,2023-09-24 18:15,11,7.48,0,0,0,0,,,
2694,2023-09-24 18:30,10.7,7.49,0,0,0,0,,,
2695,2023-09-24 18:45,10.7,7.51,0,0,0,0,,,
2696,2023-09-24 19:00,10.9,7.45,0,0,0,0,,,
2697,2023-09-24 19:15,10.9,7.48,0,0,0,0,,,
2698,2023-09-24 19:30,10.8,7.53,0,0,0,0,,,
2699,2023-09-24 19:45,10.8,7.54,0,0,0,0,,,
2700,2023-09-24 20:00,10.8,7.52,0,0,0,0,,,
2701,2023-09-24 20:15,10.8,7.46,0,0,0,0,,,
2702,2023-09-24 20:30,10.8,7.49,0,0,0,0,,,
2703,2023-09-24 20:45,10.8,7.47,0,0,0,0,,,
2704,2023-09-24 21:00,10.7,7.51,0,0,0,0,,,
2705,2023-09-24 21:15,10.9,7.47,0,0,0,0,,,
2706,2023-09-24 21:30,10.8,7.47,0,0,0,0,,,
2707,2023-09-24 21:45,10.8,7.5,0,0,0,0,,,
2708,2023-09-24 22:00,10.8,7.52,0,0,0,0,,,
2709,2023-09-24 22:15,10.7,7.48,0,0,0,0,,,
2710,2023-09-24 22:30,10.8,7.45,0,0,0,0,,,
2711,2023-09-24 22:45,10.7,7.47,0,0,0,0,,,
2712,2023-09-24 23:00,10.8,7.47,0,0,0,0,,,
2713,2023-09-24 23:15,9,7.53,0,0,0,0,,,
2714,2023-09-24 23:30,9.8,7.45,0,0,0,0,,,
2715,2023-09-24 23:45,8.4,7.48,0,0,0,0,,,
2716,2023-09-25 0:00,10.4,7.48,0,0,0,1,,,
2717,2023-09-25 0:15,8.8,7.52,0,0,0,1,,,
2718,2023-09-25 0:30,9.3,7.48,0,0,0,1,,,
2719,2023-09-25 0:45,9.3,7.44,0,0,0,1,,,
2720,2023-09-25 1:00,8.7,7.49,0,0,0,1,,,
2721,2023-09-25 1:15,7.2,7.47,0,0,0,1,,,
2722,2023-09-25 1:30,7.2,7.53,0,0,0,1,,,
2723,2023-09-25 1:45,7.2,7.45,0,0,0,1,,,
2724,2023-09-25 2:00,7.2,7.49,0,0,0,1,,,
2725,2023-09-25 2:15,10.7,7.47,0,0,0,1,,,
2726,2023-09-25 2:30,10.8,7.51,0,0,0,1,,,
2727,2023-09-25 2:45,10.8,7.5,0,0,0,1,,,
2728,2023-09-25 3:00,10.2,7.44,0,0,0,1,,,
2729,2023-09-25 3:15,11.4,7.47,0,0,0,1,,,
2730,2023-09-25 3:30,10.8,7.5,0,0,0,1,,,
2731,2023-09-25 3:45,10.8,7.52,0,0,0,1,,,
2732,2023-09-25 4:00,10.9,7.65,0,0,0,1,,,
2733,2023-09-25 4:15,18,14.67,0,0,0,1,,,
2734,2023-09-25 4:30,18,14.68,0,0,0,1,,,
2735,2023-09-25 4:45,17.9,14.72,0,0,0,1,,,
2736,2023-09-25 5:00,17.9,14.68,0,0,0,1,,,
2737,2023-09-25 5:15,21.6,21.82,0,0,0,1,,,
2738,2023-09-25 5:30,21.6,21.89,0,0,0,1,,,
2739,2023-09-25 5:45,21.6,21.9,0,0,0,1,,,
2740,2023-09-25 6:00,21.6,21.91,0,0,0,1,,,
2741,2023-09-25 6:15,21.6,21.85,0,0,0,1,,,
2742,2023-09-25 6:30,21.6,21.79,0,0,0,1,,,
2743,2023-09-25 6:45,21.6,21.97,0,0,0,1,,,
2744,2023-09-25 7:00,21.7,21.9,0,0,0,1,,,
2745,2023-09-25 7:15,27,23.2,0,0,0,1,,,
2746,2023-09-25 7:30,25.1,25.03,1.8,0,0,1,,,
2747,2023-09-25 7:45,22.3,23.87,4.3,0,0,1,,,
2748,2023-09-25 8:00,21.4,23.9,5.4,0,0,1,,,
2749,2023-09-25 8:15,34.3,36.33,3.8,0,0,1,,,
2750,2023-09-25 8:30,32.4,36.06,5.6,0,0,1,,,
2751,2023-09-25 8:45,29,36.15,8.7,0,0,1,,,
2752,2023-09-25 9:00,27.8,36.09,10.3,0,0,1,,,
2753,2023-09-25 9:15,37,50.41,11.9,0,0,1,,,
2754,2023-09-25 9:30,40.8,50.39,8.6,0,0,1,,,
2755,2023-09-25 9:45,35.8,50.34,13.7,0,0,1,,,
2756,2023-09-25 10:00,35.6,50.57,13.9,0,0,1,,,
2757,2023-09-25 10:15,43.7,53.61,11.4,0,0,1,,,
2758,2023-09-25 10:30,46.4,52.63,9.3,0,0,1,,,
2759,2023-09-25 10:45,43.6,51.53,10.8,0,0,1,,,
2760,2023-09-25 11:00,43.3,54.99,12.1,0,0,1,,,
2761,2023-09-25 11:15,44.3,57.58,13.1,0,0,1,,,
2762,2023-09-25 11:30,40.6,57.09,14.4,0,0,1,,,
2763,2023-09-25 11:45,47.5,58.61,12.6,0,0,1,,,
2764,2023-09-25 12:00,46.4,57.85,12.7,0,0,1,,,
2765,2023-09-25 12:15,38.7,58.08,19.1,0,0,1,,,
2766,2023-09-25 12:30,30.7,57.9,26.3,0,0,1,,,
2767,2023-09-25 12:45,22.5,57.93,37,0,0,1,,,
2768,2023-09-25 13:00,22,57.94,35.9,0,0,1,,,
2769,2023-09-25 13:15,34.2,57.77,23.6,0,0,1,,,
2770,2023-09-25 13:30,36.7,57.88,21,0,0,1,,,
2771,2023-09-25 13:45,35.3,58.03,20.6,0,0,1,,,
2772,2023-09-25 14:00,35.5,57.8,24,0,0,1,,,
2773,2023-09-25 14:15,42.9,57.83,15.7,0,0,1,,,
2774,2023-09-25 14:30,47.7,57.89,10.9,0,0,1,,,
2775,2023-09-25 14:45,39.8,57.9,18.8,0,0,1,,,
2776,2023-09-25 15:00,26.6,57.92,32.5,0,0,1,,,
2777,2023-09-25 15:15,27,57.85,30.9,0,0,1,,,
2778,2023-09-25 15:30,27.9,57.87,29.8,0,0,1,,,
2779,2023-09-25 15:45,31.2,57.89,26.8,0,0,1,,,
2780,2023-09-25 16:00,35.4,57.93,22.5,0,0,1,,,
